11,19,2000,"BAY HEAD",1,"4745BUS",980
11,19,2001,"BAY HEAD",1,"4753BUS",980
11,19,2002,"BAY HEAD",1,"4761BUS",980
12,7,2003,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2004,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2005,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2006,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2007,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2008,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2009,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2010,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2011,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2012,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2013,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2014,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2015,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2016,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2017,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2018,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2019,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2020,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2021,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2022,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2023,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2024,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2025,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2026,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2027,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2028,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2029,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2030,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2031,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2032,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2033,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2034,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2035,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2036,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2037,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2038,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2039,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2040,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2041,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2042,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2043,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2044,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2045,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2046,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2047,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2048,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2049,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2050,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2051,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2052,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2053,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2054,"NLR BROAD ST VIA PENN",0,"007NK004",981
12,7,2055,"NLR BROAD ST VIA PENN",0,"007NK002",981
12,7,2056,"NLR BROAD ST VIA PENN",0,"007NK001",981
12,7,2057,"NLR BROAD ST VIA PENN",0,"007NK003",981
12,7,2058,"NLR PENN STATION",0,"007NK004",982
12,7,2059,"NLR PENN STATION",0,"007NK002",982
12,7,2060,"NLR PENN STATION",0,"007NK001",982
12,7,2061,"NLR PENN STATION",0,"007NK004",982
12,7,2062,"NLR PENN STATION",0,"007NK003",982
12,7,2063,"NLR PENN STATION",0,"007NK001",982
12,7,2064,"NLR GROVE ST VIA PENN",1,"007NK002",983
12,7,2065,"NLR GROVE ST VIA PENN",1,"007NK001",983
12,7,2066,"NLR GROVE ST VIA PENN",1,"007NK003",983
12,7,2067,"NLR GROVE ST VIA PENN",1,"007NK004",983
12,7,2068,"NLR GROVE ST VIA PENN",1,"007NK002",983
12,7,2069,"NLR GROVE ST VIA PENN",1,"007NK001",983
